id,region,version,rwdirusa,rwdiril,rwdirlocal,qlife,app_pres_oba,app_gov_quin,app_teapar,vote_teapar,prim12_party,prim12_rep_pres,prim12_rep_pres_oth,pres12_oba_per,pres12_oba_cai,pres12_oba_rom,pres12_oba_pau,term_lim,cf_lim_judg,cf_pub_judg,cf_lim_leader,prim_nodeclr,redist_neutral,redist_commis,deficit_order,fix_deficit_il,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_ret_inc,tax_retover50K,tax_sales,tax_services,gamble_exp,tax_cigs,latepay_order,latepay_il,img_road2cit,img_enforce,img_localarrest,img_childlegres,img_instatetuit,civility_order,civility1,civility2,will2compro,gen_betrldrs_bel,gen_wellqual_bel,gen_equalnum_bel,gen_betrldrs_thi,gen_wellqual_thi,gen_equalnum_thi,gen_betrldrs_feel,gen_wellqual_feel,gen_equalnum_feel,betteroff_now,betteroff_1yr,betteroff_other,gender,education,ideology_scale,ideology,party_aff_og,teaparty,employ_time,employ_type,retire_type,unemp_past12mo,union,relig_att_often,relig_att_lstmo,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again1,born_again2,born_again,born_again_evan,bible_feel,bible_tho,bible_bel,birth_yr,rac_eth,rent_own1,rent_own2,ownhome,renthome,hhinc,fips,adi,dma,msa,nielson,census,date,duration,party_aff,teapar_collapse,gen_betrldrs_col,gen_wellqual_col,gen_equalnum_col,area,Generation
005094,3,3,3,3,1,2,2,3,4,4,2, , ,3,1,3,1,2,1,1,2,5,2,2,6,2,2,2,2,3,1,1,2,1, ,1,3,1,1,1,1,1,1,2,1,1,2,2, ,1, , , , , , ,3,1,3,1,1,1,1,5,1,2,3,2,1,3, ,2,1,2,2,1, ,5, , , , , , , , , , , , , , , , , ,2,1953,1, , ,1,2,5,17099,196,140,9999,3,3,10/12/2011,17.19,1,2,3,1,3,3,2
005105,2,2,3,2,2,3,4,5,5, ,1,10, ,2,2,2,2,3,5,5,1,5,5,3,1,2,3,3,3,3,3,3,3,3, ,3,3,3,3,2,3,2,1,1,2,2,1,5,1,5, , , ,3,1,3, , , ,3,2,2,2,4,2,2,6,2,3, ,4,2,2,3,2,1, ,19, , , , , , , ,1, , , , ,3, , , ,1, ,1933,1, ,1, , ,8,17093,196,140,1698,1,3,10/12/2011,27.54,3, ,3,1,3,2,1
005112,2,3,2,1,1,3,2,1,3,4,3, , ,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,3,2,1, , , , , , ,3,1,1,2,3,2,1,3,2,2,3,2,3, ,3,2,2,5, , ,3, , , , , , , , , , , , , , , , , , ,3,1940,1, , ,1,2,4,17089,196,140,1698,1,3,10/12/2011,22.37,1,2,3,1,1,2,1
005145,3,2,2,2,1,5,2,4,5, ,3, , ,3,3,3,3,2,2,1,2,1,2,1,5,2,1,1,1,2,2,1,2,3, ,1,1,2,1,2,2,1,1,3,1,1,2,3,3,1, , , ,3,1,1, , , ,3,3,3,2,5,1,2,4,2,3, ,2,1,2,4, , ,1,14, , , , , , ,3, , , , , ,3, , , ,2, ,1931,1, ,1, , ,3,17113,676,556,1406,3,3,10/12/2011,21.36,2, ,3,1,1,3,1
005148,2,2,2,1,1,1,4,2,5, ,1,3, ,2,2,2,2,1,1,1,1,4,1,1,3,2,1,1,1,1,1,2,1,1, ,1,1,2,1,2,2,2,1,1,2,2,2,1, ,1, , , ,3,1,1, , , ,3,3,2,2,6,2,3,7,1,4, , ,1,2,5, , ,1,3, ,5, , , , , , , , , , ,3, , , ,3, ,1957,1, ,1, , ,6,17089,196,140,1698,1,3,10/12/2011,21.15,3, ,3,1,1,2,2
005152,4,1,2,2,2,3,4,4,2,5,1,3, ,2,2,2,2,2,2,3,2,1,2,1,6,2,1,1,1,1,1,1,1,1, ,2,2,2,1,1,2,2,1,1,2,2,2,3,1,2,3,1,4, , , , , , ,3,3,2,1,6,1,3,5,2,3, ,3,2,2,1,1,1, ,5, , , , , , , , , , , , , , , ,2, , ,1945,1,1, , , ,7,17121,760,626,9999,4,3,10/12/2011,28.31,3, ,3,1,4,3,1
005161,2,2,2,2,3,2,4,3,5, ,3, , ,3,3,2,3,1,2,2,2,2,3,1,4,3,2,1,2,2,3,2,3,2,2,1,1,2,1,2,2,1,1,1,3,1,1,3,1,1, , , ,3,1,4, , , ,3,1,3,1,6,2,2,8,3,1,4, ,2,2,3,3,1, ,5, , , , , , , , , , , , , , , , ,2, ,1971,1, ,1, , ,6,17097,196,140,1698,1,3,10/12/2011,21.47,8, ,3,1,4,2,3
005168,3,1,2,2,2,3,4,4,5, ,1,10, ,2,2,2,2,1,1,4,2,1,5,1,6,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,1,1,3,1,1, , , , , , ,3,2,2,2,2,2,1,6,2,1,3, ,2,2,5, , ,1,5, , , , , , , , , , , , , , , ,1, , ,1959,1,1, , , ,5,17009,744,616,4042,2,3,10/12/2011,22.43,3, ,3,1,1,3,2
005190,3,3,2,2,2,5,4,2,5, ,4, , ,2,2,2,2,1,1,1,3,1,1,3,3,2,2,1,2,1,2,2,2,1, ,2,1,1,1,2,2,1,1,1,1,1,2,3,3,5, , , , , , ,1,2,3,2,2,2,2,3,1,9,2,2,3, ,3,2,1,4, , ,1,2, , , , , , , , , , , , , ,1,1, , ,2,1933,1, , ,1,2,2,17141,744,616,9999,2,3,10/12/2011,26.23,1, ,1,2,3,3,1
005204,1,3,1,1,1,2,1,5,5, ,2, , ,1,1,1,1,1,2,2,3,3,4,1,2,5,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,1, ,2, , , , , , ,1,1,3,3,1,1,1,7,2,3,1,2,5, , ,2,1,5, , ,1,88, , , , , , , , , , , , , ,1,2, , ,4,1934,6, , ,2,1,8,17031,196,140,1698,1,3,10/12/2011,14.28,1, ,1,1,3,1,1
005215,4,3,2,2,2,4,4,4,5, ,1,7, ,2,2,2,2,1,1,4,1,1,2,1,6,2,2,3,2,3,3,2,2,2,1,3,2,2,1,2,1,2,1,1,2,3,2,3,1,2, , , , , , ,3,1,4,2,2,3,2,5,2,3,5,2,3, ,5,2,1,1,1,1, ,14, , , , , , ,1, , , , , , ,1,2, , ,1,1947,1, , ,1,2,8,17077,662,544,9999,4,3,10/12/2011,22.43,3, ,3,1,4,3,2
005228,3,2,2,2,2,3,3,3,2,2,3, , ,3,3,2,3,2,1,3,1,1,2,1,5,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,3,1,3,1,2, , , ,3,1,3, , , ,3,3,3,2,6,1,3,6,2,3, ,3,2,2,2,1,1, ,16, , , , , , , , , , , , ,4, , , ,1, ,1955,1, ,1, , ,5,17091,196,140,2810,1,3,10/12/2011,27.29,3,1,3,1,3,3,2
005321,2,2,2,3,3,1,4,5,1,2,1,3, ,4,2,2,4,1,3,5,1,1,1,2,6,5,1,2,2,1,3,2,2,2,2,1,2,2,1,2,2,1,1,1,3,2,2,3,1,5, , , ,3,1,1, , , ,3,3,3,2,5,2,3,5,1,3, ,4,2,2,3,2,1, ,17, , , , , , , , , , , , , , , , ,2, ,1929,1, ,1, , ,3,17031,196,140,1698,1,3,10/12/2011,23.44,3,1,3,1,1,2,1
005331,1,3,2,2,2,3,1,2,3,4,2, , ,1,1,1,1,1,1,1,4,4,4,2,5,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2, ,1, , , , , , ,3,1,1,3,3,2,1,3,2,2,3,2,4, , ,1,2,1,5,1, ,3, ,4, , , , , , , , , , , ,1,2, , ,3,1970,2, , ,2,1,1,17031,196,140,1698,1,3,10/12/2011,17.3,1,2,3,1,1,1,3
005378,2,3,2,2,2,2,2,2,5, ,2, , ,3,3,3,3,1,1,5,2,1,5,1,2,2,2,2,2,1,2,2,3,2,3,2,2,2,1,1,2,1,1,2,1,3,1,2, ,1, , , , , , ,3,1,1,2,3,2,2,3,1,2,1,2,2,1, ,2,2,4, , ,1,16, , , , , , , , , , , , , ,1,2, , ,1,1976,4, , ,2,1,4,17089,196,140,1698,1,3,10/12/2011,20.18,1, ,3,1,1,2,3
005398,3,2,2,2,1,4,2,2,5, ,2, , ,1,1,1,1,1,1,2,1,1,2,1,3,3,2,1,2,1,2,2,1,2,1,2,2,3,1,1,1,1,1,2,3,1,1,3,2,1, , , ,3,1,1, , , ,3,3,2,2,3,1,2,2,2,3, ,1,2,2,1,1,1, ,5, , , , , , , , , , , , , , , , ,2, ,1931,1, ,1, , ,1,17061,196,140,1698,1,3,10/12/2011,20.38,1, ,3,1,1,3,1
005422,4,1,2,2,2,5,3,4,4,4,2, , ,1,1,1,1,2,1,5,1,1,1,3,3,1,2,2,2,3,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,3,3,2,3,1,1, , , , , , ,3,3,3,2,2,2,1,2,2,3, ,1,2,2,4, , ,1,3, ,2, , , , , , , , , ,2, , , ,1, , ,1944,1,4, , , ,1,17181,662,544,9999,4,3,10/12/2011,29.4,1,2,3,1,1,3,1
005468,3,2,2,2,2,2,5,3,2,6,1,3, ,3,3,2,2,1,5,2,5,5,5,3,1,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,3,3,5, , , ,3,1,4, , , ,3,1,2,2,3,1,3,4,1,2,4, ,2,1,1,1,1, ,13, , , , , ,2, , , , , , ,2, , , ,1, ,1970,1, ,1, , ,8,17117,760,626,4118,4,3,10/12/2011,23.4,2, ,3,1,4,3,3
005490,2,3,1,2,2,3,1,2,5, ,2, , ,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2, ,4, , , , , , ,3,1,3,3,3,2,2,6,1,1,1,2,1,2, ,2,2,2,2,1, ,3, ,7, , , , , , , , , , , ,1,2, , ,2,1972,2, , ,1,2,4,17097,196,140,1698,1,3,10/12/2011,15.38,1, ,3,1,3,2,3
005493,3,3,3,2,2,3,2,4,5, ,4, , ,3,3,1,1,1,1,2,2,1,3,2,5,2,2,2,2,2,3,2,2,2,2,3,2,2,2,1,1,1,1,1,2,3,1,3,3,1, , , , , , ,1,1,3,2,1,4,2,5,2,1,2,2,2,2, ,2,1,1,2,1, ,5, , , , , , , , , , , , , , , , , ,2,1964,1, , ,1,2,4,17073,246,192,1934,2,3,10/12/2011,26.16,1, ,1,1,3,3,2
005523,3,3,2,2,1,3,1,2,5, ,2, , ,3,3,3,3,3,5,5,5,5,5,3,5,4,3,3,3,3,3,3,3,3, ,3,3,3,3,2,4,3,3,3,3,3,1,4,4,5, , , , , , ,3,3,4,4,4,4,2,5,1,9,8,3,1,1, ,2,2,6, , ,9, , , , , , , , , , , , , , , , , , ,4,1976,7, , ,2,1,1,17167,834,116,4410,3,3,10/12/2011,17.57,8, ,3,3,4,3,3
005532,2,2,2,2,2,4,4,4,1,2,1,7, ,2,2,2,2,1,1,1,1,4,1,1,5,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1, ,4, , , ,3,1,4, , , ,2,2,2,2,6,2,3,5,1,3, ,3,2,1,5, , ,1,30, , , , , , , , , ,2, , ,3, , , ,1, ,1938,1, ,1, , ,4,17097,196,140,1698,1,3,10/12/2011,42.12,3,1,3,1,4,2,1
005551,1,2,2,2,2,2,1,2,3,4,2, , ,1,1,1,1,1,1,1,2,5,3,1,4,3,2,2,2,2,3,2,1,1, ,2,1,1,1,2,2,1,1,2,1,1,1,2, ,1, , , ,4,1,1, , , ,3,3,2,1,2,2,2,1,2,3, ,3,2,1,5, , ,3, , , , , , , , , , , , , , , , , ,3, ,1936,2, ,2, , ,4,17031,196,140,1698,1,3,10/12/2011,29.46,1,2,4,1,1,1,1
005567,3,1,2,2,1,2,4,4,2,2,1,3, ,2,2,2,2,3,4,5,5,1,1,1,5,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,5,4,2,3,1,3, , , , , , ,2,3,2,1,5,2,3,7,2,3, ,3,2,2,1,1,1, ,12, , , , , , , , , , , , , , , ,2, , ,1946,1,4, , , ,5,17091,196,140,2810,1,3,10/12/2011,18.53,3,1,3,1,3,3,1
005627,3,2,2,2,1,2,1,3,4,4,3, , ,1,1,1,1,1,1,2,1,1,2,1,5,2,2,1,2,2,2,3,1,1, ,2,2,1,1,2,2,2,1,1,2,1,1,2, ,1, , , ,1,1,3, , , ,3,3,3,2,2,1,3,2,2,3, ,2,2,2,4, , ,1,3, ,2, , , , , , , , , , ,3, , , ,3, ,1926,1, ,1, , ,8,17045,848,116,9999,4,3,10/12/2011,18.6,1,2,1,1,3,3,1
005634,3,1,2,2,2,4,2,3,3,3,4, , ,1,1,2,1,1,1,4,2,1,1,1,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,3,2,1,1,1,3, , , , , , ,2,2,2,1,4,1,2,5,2,1,4, ,2,2,4, , ,1,5, , , , , , , , , , , , , , , ,2, , ,1963,1,1, , , ,5,17007,744,616,4042,2,3,10/12/2011,25.1,3,2,1,1,3,3,2
005637,1,2,2,2,1,3,2,2,4,4,1,4, ,1,1,1,2,1,3,1,2,1,2,3,2,2,2,2,1,1,2,2,2,1, ,2,1,1,1,1,1,1,1,1,1,1,2,2, ,2, , , ,3,1,3, , , ,3,1,4,2,5,2,2,4,2,2,4, ,2,1,4, , ,2, , , , , , , , , , , ,80, , , , , ,3, ,1945,1, ,1, , ,8,17031,196,140,1698,1,3,10/12/2011,17.26,2,2,3,1,3,1,1
005660,3,2,2,2,1,3,2,3,4,3,1,8, ,1,1,1,1,1,1,2,1,2,2,1,6,5,2,1,2,1,2,2,1,1, ,2,1,1,1,2,1,1,1,1,1,1,1,2, ,1, , , ,3,1,1, , , ,3,3,3,1,5,1,2,3,2,3, ,1,2,2,3,2,1, ,14, , , , , , ,1, , , , , ,3, , , ,2, ,1952,3, ,1, , ,5,17019,834,116,1658,3,3,10/12/2011,17.44,1,2,3,1,1,3,2
005666,2,2,2,2,2,3,3,3,2,6,1,10, ,2,3,2,2,2,2,3,3,1,1,1,6,3,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,3,1,2, , , ,3,1,1, , , ,3,2,2,2,5,1,2,5,3,1,1, ,2,2,2,2,1, ,5, , , , , , , , , , , , , , , , ,2, ,0,1, ,1, , ,7,17097,196,140,1698,1,3,10/12/2011,21.27,3, ,3,1,1,2,0
005708,3,2,2,2,2,1,3,3,1,2,4, , ,1,1,1,1,2,1,1,4,1,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2, ,2, , , ,2,1,1, , , ,1,3,2,1,4,2,2,4,1,3, ,1,2,2,2,2,1, ,13, , , , , ,2, , , , , , ,1, , , ,1, ,1934,1, ,1, , ,3,17007,744,616,4042,2,3,10/12/2011,22.37,2,1,2,1,1,3,1
005719,3,1,2,2,3,1,1,1,2,1,1,10, ,2,2,2,2,1,1,5,1,4,1,1,4,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1, ,2,3,1,4, , , , , , ,3,2,2,1,6,2,3,7,1,3, ,4,2,2,5, , ,1,89, , , , , , , , , , , ,6, , , ,4, , ,1936,7,1, , , ,6,17111,196,140,1698,1,3,10/12/2011,18.48,3,1,3,1,4,3,1
005737,3,3,2,2,1,3,2,4,2,2,1,3, ,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1, ,1, , , , , , ,3,1,1,3,1,2,1,5,1,3,6,2,3, ,3,2,2,5, , ,3, , , , , , , , , , , , , , , , , , ,3,1951,1, , ,1,2,4,17091,196,140,2810,1,3,10/12/2011,15.6,3,1,3,1,1,3,2
005740,4,2,1,2,1,1,1,1,4,4,2, , ,1,1,1,1,1,5,5,2,5,2,3,4,3,2,2,2,2,2,2,2,1, ,1,1,1,1,1,1,1,1,1,3,1,2,5,2,2, , , ,3,1,4, , , ,1,1,3,2,4,2,2,1,2,1,1, ,2,2,1,3,1, ,3, ,4, , , , , , , , , , ,3, , , ,1, ,1973,2, ,2, , ,3,17163,760,626,4118,1,3,10/12/2011,20.43,1,2,3,1,4,3,3
005752,2,2,2,2,1,2,1,4,3,4,4, , ,1,1,1,1,1,1,5,5,1,5,3,1,2,2,3,1,1,1,2,2,1, ,2,2,3,1,1,1,2,1,1,2,1,1,2, ,5, , , ,3,1,4, , , ,3,3,3,2,3,1,1,4,2,3, ,1,2,2,5, , ,1,31, , , , , , , , , , , , ,5, , , ,1, ,1929,1, ,1, , ,3,17043,196,140,1698,1,3,10/12/2011,29.37,2,2,3,1,4,2,1
005773,3,3,2,2,2,4,2,2,5, ,3, , ,1,1,1,2,1,1,4,2,1,1,1,6,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,3,2,4, , , , , , ,3,1,3,2,2,3,2,2,1,1,3,2,1,4, ,1,2,5, , ,1,5, , , , , , , , , , , , , , , , , ,2,1956,1, , ,1,2,4,17113,676,556,1406,3,3,10/12/2011,17.45,1, ,3,1,3,3,2
005789,2,1,2,3,1,2,2,2,5, ,4, , ,1,1,1,1,2,1,1,1,2,2,1,5,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,3,1,2,1,2,2,3,1,1,3,1,1, , , , , , ,3,1,1,2,6,2,3,4,2,1,1, ,2,2,4, , ,3, , , , , , , , , , , , , , , , ,2, , ,1973,3,4, , , ,7,17097,196,140,1698,1,3,10/12/2011,30.31,2, ,3,1,1,2,3
005792,2,2,2,2,2,3,4,4,5, ,4, , ,3,3,2,3,1,1,5,1,1,3,2,1,2,1,1,1,3,3,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,3,3,5, , , ,3,1,4, , , ,2,4,1,1,4,1,3,6,2,4, , ,1,2,3,2,1, ,5, , , , , , , , , , , , , , , , ,1, ,0,1, ,1, , ,8,17089,196,140,1698,1,3,10/12/2011,23.2,3, ,3,1,4,2,0
005800,1,2,2,2,1,2,2,4,5, ,4, , ,3,3,1,2,1,5,3,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2, ,1, , , ,3,1,1, , , ,3,1,3,2,4,1,1,3,2,1,1, ,2,1,3,2,1, ,80, , , , , , , , , , , , ,3, , , ,2, ,0,1, ,1, , ,5,17031,196,140,1698,1,3,10/12/2011,28.16,1, ,3,1,1,1,0
005807,4,1,2,1,1,3,3,2,2,2,1,7, ,2,2,2,3,1,3,4,4,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,3,1,4, , , , , , ,3,2,2,1,5,1,1,5,1,3, ,1,2,1,1,1,1, ,5, , , , , , , , , , , , , , , ,2, , ,1940,1,4, , , ,3,17119,760,626,4118,1,3,10/12/2011,18.5,3,1,3,1,4,3,1
005847,1,3,2,2,1,3,3,4,3,6,4, , ,4,2,2,2,1,3,5,5,1,2,1,1,3,2,1,2,2,2,2,1,2,1,2,2,2,1,1,3,2,1,1,1,2,1,5,5,5, , , , , , ,3,3,3,3,3,4,2,7,1,9,8,3,5, , ,3,3,6, , ,9, , , , , , , , , , , , , , , , , , ,4,0,7, , ,4,4,8,17031,196,140,1698,1,3,10/12/2011,18.24,8, ,3,3,3,1,0
005886,3,3,2,2,2,5,2,4,3,2,2, , ,1,1,1,1,2,1,4,1,1,1,2,5,2,2,2,2,2,2,2,3,3, ,2,2,1,1,1,1,1,1,2,1,1,1,3,3,1, , , , , , ,3,1,1,2,2,2,2,2,1,3,7,2,3, ,1,2,1,5, , ,1,5, , , , , , , , , , , , , , , , , ,2,1945,1, , ,1,2,5,17061,196,140,1698,1,3,10/12/2011,19.53,3,1,3,1,1,3,1
005892,3,1,3,2,2,2,1,3,4,4,2, , ,1,1,1,1,2,1,1,1,2,1,1,3,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,2,1,1,2,2, ,2,3,1,1, , , , , , ,3,3,1,1,4,2,2,1,2,3, ,3,2,2,1,1,1, ,5, , , , , , , , , , , , , , , ,4, , ,1943,1,4, , , ,8,17197,196,140,1698,1,3,10/12/2011,22.11,1,2,3,1,1,3,1
005915,1,2,1,1,1,2,1,2,3,5,2, , ,1,1,1,1,3,2,3,2,1,5,3,3,3,2,1,2,2,2,2,1,2,1,2,1,1,1,1,3,1,2,2,1,2,1,3,3,2, , , ,3,1,1, , , ,1,1,1,1,3,2,1,2,2,4, , ,1,1,5, , ,1,80, , , , , , , , , , , , ,3, , , ,2, ,1962,1, ,2, , ,2,17031,196,140,1698,1,3,10/12/2011,18.37,1, ,3,1,1,1,2
005930,3,1,2,2,2,3,5,5,5, ,2, , ,3,3,4,3,1,5,2,2,1,2,3,4,2,2,2,2,2,2,2,1,3, ,2,2,2,1,2,2,2,1,1,2,2,1,3,5,2,1,1,3, , , , , , ,3,3,2,2,2,1,2,2,2,3, ,1,1,2,1,2,1, ,14, , , , , , ,1, , , , ,3, , , ,1, , ,1944,1,3, , , ,8,17057,676,556,9999,4,3,10/12/2011,20.47,1, ,1,1,3,3,1
005942,2,3,2,2,1,4,3,4,2,3,2, , ,1,1,1,3,2,1,2,2,1,2,1,3,3,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,2, ,1, , , , , , ,3,1,1,2,3,2,2,3,2,2,1,2,3, ,4,1,2,4, , ,1,5, , , , , , , , , , , , , , , , , ,2,1961,1, , ,1,2,2,17031,196,140,1698,1,3,10/12/2011,17.18,1,2,3,1,1,2,2
005952,3,2,1,2,1,2,1,3,4,4,2, , ,1,1,1,1,1,5,2,3,1,5,3,6,3,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,5,5,1, , , ,1,3,3, , , ,3,3,3,2,1,2,3,1,2,3, ,1,2,2,1,1,1, ,3, ,8, , , , , , , , , , ,5, , , ,1, ,1946,1, ,2, , ,1,17037,196,140,1698,1,3,10/12/2011,29.18,1,2,1,3,3,3,1
005971,2,3,2,2,1,3,3,3,5, ,3, , ,3,3,3,3,1,2,2,2,1,5,3,3,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,5,2,2, , , , , , ,3,1,3,3,3,2,2,5,2,2,4,2,1,1, ,2,2,5, , ,3, , , , , , , , , , , , , , , , , , ,3,1968,3, , ,1,2,5,17043,196,140,1698,1,3,10/12/2011,19.23,2, ,3,1,3,2,3
005978,3,3,2,2,2,5,4,4,5, ,4, , ,3,3,3,2,1,5,5,5,1,5,3,3,1,2,2,2,2,2,2,2,1, ,1,2,2,1,1,2,1,1,1,3,1,2,4,5,1, , , , , , ,3,1,1,2,2,2,2,2,2,3,8,2,3, ,1,2,1,1,1,1, ,14, , , , , , ,1, , , , , , ,1,1, , ,1,1939,1, , ,1,2,3,17179,676,556,3790,2,3,10/12/2011,15.35,8, ,3,1,1,3,1
005983,3,3,2,2,2,1,4,4,5, ,1,7, ,2,2,2,2,1,4,4,1,4,1,1,3,3,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1, , , , , , ,3,1,1,3,2,2,1,6,2,3,7,1,2,1, ,1,1,2,2,1, ,16, , , , , , , , , , , , , ,1,1, , ,1,1963,1, , ,2,1,1,17111,196,140,1698,1,3,10/12/2011,21,3, ,3,1,1,3,2
006016,3,2,2,2,2,2,2,2,4,4,2, , ,1,1,1,1,2,2,5,2,1,3,2,5,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,2,3,3,3,3,1,3,2,5, , , ,3,1,4, , , ,3,2,2,1,6,1,1,4,2,3, ,3,2,1,5, , ,9, , , , , , , , , , , , , , , , , ,4, ,1955,1, ,1, , ,7,17197,196,140,1698,1,3,10/12/2011,15.13,2,2,3,1,4,3,2
006034,2,3,2,2,3,2,4,4,1,4,1,7, ,4,2,4,2,1,1,1,1,1,3,1,5,2,2,1,2,2,1,2,2,1, ,2,2,2,1,2,2,2,1,1,2,2,1,4,4,4, , , , , , ,3,1,3,1,3,2,1,6,2,1,4,1,1,3, ,2,1,5, , ,3, , , , , , , , , , , , , , , , , , ,3,1947,1, , ,1,2,6,17031,196,140,1698,1,3,10/12/2011,17.15,2,2,3,1,3,2,2
006074,3,1,1,2,1,2,2,2,4,4,2, , ,1,1,3,1,1,2,3,1,1,2,2,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,3,1,1,2,2, ,2,3,1,3, , , , , , ,2,2,2,2,3,1,2,2,2,3, ,1,2,2,1,1,1, ,5, , , , , , , , , , , , , , , ,2, , ,1928,1,1, , , ,1,17161,246,192,1934,2,3,10/12/2011,17.22,1,2,3,1,3,3,1
006090,3,3,2,2,1,3,3,3,2,3,1,5, ,2,2,2,2,1,3,1,2,2,2,1,3,2,2,1,1,1,2,3,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,3,1,3, , , , , , ,3,1,1,3,3,2,1,2,2,2,7,3,3, ,3,2,1,6, , ,1,3, ,5, , , , , , , , , , , ,1,2, , ,1,1934,1, , ,1,2,2,17015,246,192,9999,4,3,10/12/2011,15.7,3,2,3,1,1,3,1
006106,3,3,1,2,3,2,2,3,4,4,2, , ,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,3,3,2, , , , , , ,3,1,1,2,1,3,1,3,1,1,2,2,1,4, ,2,2,5, , ,3, , , , , , , , , , , , , , , , , , ,3,1954,1, , ,1,2,2,17099,196,140,9999,3,3,10/12/2011,19.48,1,2,3,1,1,3,2
006116,2,2,3,3,3,3,2,2,4,4,2, , ,1,1,1,1,1,1,1,1,5,1,1,3,3,2,2,1,2,2,2,3,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2, ,2, , , ,3,1,4, , , ,3,1,3,1,5,1,1,2,2,1,1, ,2,2,5, , ,3, , , , , , , , , , , , , , , , , ,3, ,1960,1, ,1, , ,6,17031,196,140,1698,1,3,10/12/2011,19.44,1,2,3,1,4,2,2
006144,2,1,2,2,2,3,3,4,5, ,1,3, ,2,1,2,1,1,3,4,1,1,4,1,5,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,4,5,1,3,1,1, , , , , , ,2,2,2,1,2,1,3,4,2,3, ,1,2,2,1,1,1, ,5, , , , , , , , , , , , , , , ,1, , ,1931,1,1, , , ,4,17031,196,140,1698,1,3,10/12/2011,22.11,2, ,3,1,1,2,1
006145,4,3,2,3,2,4,4,5,1,1,1,5, ,2,2,2,2,3,1,5,5,2,2,3,2,2,2,1,2,2,2,3,2,2,3,2,1,3,2,1,2,2,1,1,2,2,1,1, ,5, , , , , , ,3,1,3,2,1,3,2,1,2,3,7,1,3, ,1,1,1,2,1,1, ,3, ,1, , , , , , , , , , , ,1,3, , ,1,1929,1, , ,1,2,2,17127,760,626,9999,4,3,10/12/2011,20.6,3,1,3,1,3,3,1
